sku,descripcion,costo_fabricacion,precio_venta,categoria,margen
CRV-PRP-4,0,4,17,PVC CORREA,13
CLV-SGR-1,0,2,8,PVC COLLAR PERRO,6
CLV-SGR-2,0,2,8,PVC COLLAR PERRO,6
CLV-SGR-3,0,3,11,PVC COLLAR PERRO,8
CRV-SGR-2,0,4,15,PVC CORREA,11
CRV-SGR-4,0,4,17,PVC CORREA,13
CLV-YEL-1,0,2,8,PVC COLLAR PERRO,6
CLV-YEL-2,0,2,8,PVC COLLAR PERRO,6
CLV-YEL-3,0,3,11,PVC COLLAR PERRO,8
CRV-YEL-2,0,4,15,PVC CORREA,11
CRV-YEL-4,0,4,17,PVC CORREA,13
CLV-BLK-1,COLLAR PVC BLACK PVC XS,2,13,PVC COLLAR PERRO,11
AR-CLF-1,ARNÉS REVERSIBLE CALIFORNIA XS,3,13,ARNÉS REVERSIBLE,10
CL-CLF-3,Collar CALIFORNIA M,2,9,COLLAR PERRO,7
CL-DGT-2,Collar DOGTELLA S,2,9,COLLAR PERRO,7
CL-DGT-3,Collar DOGTELLA M,2,9,COLLAR PERRO,7
CL-RED-1,Collar Red XS,1,9,COLLAR PERRO,8
CG-PNK-0,Collar Gato Pink U,1,5,GATO,4
AR-DGT-4,ARNÉS REVERSIBLE DOGTELLA L,4,15,ARNÉS REVERSIBLE,11
CR-PLN-4,CORREA PLANTS L,3,17,CORREA,14
CR-TDY-4,CORREA TIE DYE L,3,18,CORREA,15
CL-STC-2,Collar STICKERS S,2,14,COLLAR PERRO,12
CL-LPG-1,Collar Cheetah Gold XS,1,11,COLLAR PERRO,10
CL-PKG-1,Collar Pink GALAXY XS,1,9,COLLAR PERRO,8
CO-PNK-7,PINK COAT,7,27,ABRIGO,20
CO-RED-7,RED COAT,7,27,ABRIGO,20
CL-STC-1,Collar STICKERS XS,1,14,COLLAR PERRO,13
CL-UNC-1,Collar UNICORNS XS,1,10,COLLAR PERRO,9
PJ-CLF-4,PAJARITA CALIFORNIA L,1,5,PAJARITA,4
PJ-UNC-4,PAJARITA UNICORNS L,1,5,PAJARITA,4
CL-BEI-1,COLLAR BEIGE XS,1,6,COLLAR PERRO,5
PJ-ALN-4,PAJARITA ALIEN U,1,6,PAJARITA,5
CO-PNK-6,PINK COAT,7,26,ABRIGO,19
CO-BLU-5,BLUE COAT XL,6,25,ABRIGO,19
CO-PNK-5,PINK COAT XL,6,25,ABRIGO,19
CO-BLU-1,BLUE COAT XS,6,22,ABRIGO,16
CT-UNC-0,COLETERO UNICORNS U,1,5,COLETERO,4
RC-UNC-2,CHUBASQUEROS UNICORNS S,5,9,CHUBASQUERO,4
RC-UNC-4,CHUBASQUEROS UNICORNS L,5,9,CHUBASQUERO,4
RC-UNC-6,CHUBASQUEROS UNICORNS XXL,5,9,CHUBASQUERO,4
RC-UNC-3,CHUBASQUEROS UNICORNS M,5,9,CHUBASQUERO,4
RC-UNC-5,CHUBASQUEROS UNICORNS XL,5,9,CHUBASQUERO,4
CO-PRP-6,PURPLE COAT,7,26,ABRIGO,19
