sku,fecha,cantidad
PB-PCE-2,2025-09-01,100
CR-PKG-4,2025-09-01,50
AT-SML-2,2025-09-01,100
AT-SML-3,2025-09-01,120
AT-SML-5,2025-09-01,50
CR-SML-2,2025-09-01,180
PB-SML-2,2025-09-01,300
AC-STC-3,2025-09-01,100
AR-STC-3,2025-09-01,400
CL-STC-4,2025-09-01,120
CR-STC-4,2025-09-01,280
AC-TAT-4,2025-09-01,50
AT-TAT-3,2025-09-01,50
AT-TAT-4,2025-09-01,100
PB-TAT-2,2025-09-01,170
AC-TRT-2,2025-09-01,70
AT-TRT-5,2025-09-01,50
BH-TRT-1,2025-09-01,50
BH-TRT-2,2025-09-01,70
BH-TRT-3,2025-09-01,50
PB-TRT-2,2025-09-01,80
CL-YLL-2,2025-09-01,50
CL-YLL-3,2025-09-01,50
CR-YLL-2,2025-09-01,50
PB-YLL-2,2025-09-01,50
AC-PNK-4,2025-09-01,50
CR-MNT-2,2025-09-01,50
CR-BEI-2,2025-09-01,50
AC-TER-3,2025-09-01,60
BH-TER-2,2025-09-01,50
CL-TER-2,2025-09-01,50
CR-TER-2,2025-09-01,50
CR-TER-4,2025-09-01,50
PB-TER-2,2025-09-01,55
AC-VIO-2,2025-09-01,50
AC-VIO-3,2025-09-01,50
CL-VIO-2,2025-09-01,50
CR-VIO-2,2025-09-01,75
CR-VIO-4,2025-09-01,50
PB-VIO-2,2025-09-01,90
AC-SBL-3,2025-09-01,50
CL-SBL-2,2025-09-01,50
CR-SBL-2,2025-09-01,50
CR-SBL-4,2025-09-01,50
PB-SBL-2,2025-09-01,60
AC-SGR-2,2025-09-01,50
AC-SGR-3,2025-09-01,50
AC-SGR-4,2025-09-01,50
BH-SGR-0,2025-09-01,50
CL-SGR-2,2025-09-01,50
CR-SGR-2,2025-09-01,100
CR-SGR-4,2025-09-01,75
PB-SGR-2,2025-09-01,120
AF-YEL-0,2025-09-01,50
DP-PRP-0,2025-09-01,70
MN-BRY-0,2025-09-01,50
MN-TRT-0,2025-09-01,70
MN-AVC-0,2025-09-01,50
MN-FPW-0,2025-09-01,50
CT-TRT-0,2025-09-01,50
CT-FPW-0,2025-09-01,50
CT-AVC-0,2025-09-01,50
CG-RED-0,2025-09-01,50
CG-PRP-0,2025-09-01,50
CG-TDY-0,2025-09-01,100
CG-TRT-0,2025-09-01,50
CG-ALN-0,2025-09-01,50
CG-BRY-0,2025-09-01,50
CG-FPW-0,2025-09-01,50
,2025-09-01,
ACV-BEI-2,2025-09-01,60
ACV-BEI-3,2025-09-01,100
ACV-BEI-4,2025-09-01,100
CLV-BEI-2,2025-09-01,50
CRV-BEI-2,2025-09-01,80
CRV-BEI-4,2025-09-01,100
PBV-BLK-2,2025-09-01,160
ACV-BLK-2,2025-09-01,50
ACV-BLK-3,2025-09-01,50
ACV-BLK-4,2025-09-01,60
CLV-BLK-4,2025-09-01,50
CRV-BLK-4,2025-09-01,50
ACV-BLU-3,2025-09-01,160
ACV-BLU-4,2025-09-01,135
CRV-BLU-2,2025-09-01,80
CRV-BLU-4,2025-09-01,120
ACV-GRN-2,2025-09-01,70
ACV-GRN-4,2025-09-01,130
CLV-GRN-2,2025-09-01,50
CLV-GRN-3,2025-09-01,50
CLV-GRN-4,2025-09-01,50
CRV-GRN-2,2025-09-01,70
ACV-PNK-3,2025-09-01,100
ACV-PNK-4,2025-09-01,100
CLV-PNK-4,2025-09-01,50
CRV-PNK-2,2025-09-01,70
CRV-PNK-4,2025-09-01,90
PBV-PNK-2,2025-09-01,100
ACV-COR-2,2025-09-01,60
ACV-COR-3,2025-09-01,100
ACV-COR-4,2025-09-01,100
CLV-COR-4,2025-09-01,50
PBV-COR-2,2025-09-01,160
ACV-PRP-2,2025-09-01,60
ACV-PRP-3,2025-09-01,100
ACV-PRP-4,2025-09-01,100
CLV-PRP-4,2025-09-01,50
PBV-PRP-2,2025-09-01,160
ACV-SGR-2,2025-09-01,60
ACV-SGR-3,2025-09-01,100
ACV-SGR-4,2025-09-01,100
CLV-SGR-4,2025-09-01,50
PBV-SGR-2,2025-09-01,160
ACV-YEL-2,2025-09-01,60
ACV-YEL-3,2025-09-01,100
ACV-YEL-4,2025-09-01,100
CLV-YEL-4,2025-09-01,50
PBV-YEL-2,2025-09-01,160
